,Id,epoch,parameters,population_size,best_eval,train_precision,train_recall,train_f1,train_accuracy,val_precision,val_recall,val_f1,val_accuracy,mean_eval,median_eval,pop_best_eval,algorithm
31,"epoch:32,parameters:67,pop_size:50,algorithm:SNES",32,67,50,0.15603210031986237,0.917746913580247,0.8916666666666667,0.8882456140350877,0.8916666666666667,0.8928571428571428,0.8333333333333334,0.8269394714407503,0.8333333333333334,0.6155768036842346,0.44575151801109314,0.15603210031986237,SNES
32,"epoch:33,parameters:67,pop_size:50,algorithm:SNES",33,67,50,0.13058580458164215,0.91875,0.8916666666666667,0.8891994478951001,0.8916666666666667,0.9022222222222223,0.8666666666666667,0.8578754578754579,0.8666666666666667,0.832642674446106,0.4297620356082916,0.13058580458164215,SNES
33,"epoch:34,parameters:67,pop_size:50,algorithm:SNES",34,67,50,0.13058580458164215,0.9630681818181818,0.9583333333333334,0.9582355395608407,0.9583333333333334,0.9694444444444444,0.9666666666666667,0.9664109121909632,0.9666666666666667,0.8429093956947327,0.7106953263282776,0.20789213478565216,SNES
34,"epoch:35,parameters:67,pop_size:50,algorithm:SNES",35,67,50,0.10540685057640076,0.9527513227513228,0.95,0.9498114393463231,0.95,0.9076923076923077,0.8666666666666667,0.863973063973064,0.8666666666666667,0.5384538769721985,0.3747498095035553,0.10540685057640076,SNES
35,"epoch:36,parameters:67,pop_size:50,algorithm:SNES",36,67,50,0.10540685057640076,0.9328993055555556,0.925,0.9242522551036557,0.925,0.9076923076923077,0.8666666666666667,0.863973063973064,0.8666666666666667,0.6016324758529663,0.4086082875728607,0.13742627203464508,SNES
36,"epoch:37,parameters:67,pop_size:50,algorithm:SNES",37,67,50,0.10020431131124496,0.9752083333333332,0.975,0.975003906860447,0.975,0.9033333333333334,0.9,0.900250626566416,0.9,0.9283130764961243,0.4536896049976349,0.10020431131124496,SNES
37,"epoch:38,parameters:67,pop_size:50,algorithm:SNES",38,67,50,0.10020431131124496,0.9392649903288202,0.9333333333333333,0.9328282828282828,0.9333333333333333,0.8928571428571428,0.8333333333333334,0.8269394714407503,0.8333333333333334,0.7366905808448792,0.49052661657333374,0.11877704411745071,SNES
38,"epoch:39,parameters:67,pop_size:50,algorithm:SNES",39,67,50,0.10020431131124496,0.9392649903288202,0.9333333333333333,0.9328282828282828,0.9333333333333333,0.9076923076923077,0.8666666666666667,0.863973063973064,0.8666666666666667,0.8200609683990479,0.5935394763946533,0.1721726804971695,SNES
39,"epoch:40,parameters:67,pop_size:50,algorithm:SNES",40,67,50,0.10020431131124496,0.9630681818181818,0.9583333333333334,0.9582355395608407,0.9583333333333334,0.9694444444444444,0.9666666666666667,0.9664109121909632,0.9666666666666667,0.817737877368927,0.47666120529174805,0.18987655639648438,SNES
40,"epoch:41,parameters:67,pop_size:50,algorithm:SNES",41,67,50,0.05303522199392319,0.9566666666666668,0.95,0.9498120300751881,0.95,0.9214285714285714,0.9,0.896,0.9,0.4581267237663269,0.29523447155952454,0.05303522199392319,SNES
41,"epoch:42,parameters:67,pop_size:50,algorithm:SNES",42,67,50,0.05303522199392319,0.9527513227513228,0.95,0.9498114393463231,0.95,0.9076923076923077,0.8666666666666667,0.863973063973064,0.8666666666666667,0.8434560298919678,0.5661731362342834,0.18995638191699982,SNES
42,"epoch:43,parameters:67,pop_size:50,algorithm:SNES",43,67,50,0.05303522199392319,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.7430769205093384,0.39610156416893005,0.16454876959323883,SNES
43,"epoch:44,parameters:67,pop_size:50,algorithm:SNES",44,67,50,0.05303522199392319,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9694444444444444,0.9666666666666667,0.9664109121909632,0.9666666666666667,0.5159654021263123,0.3172769248485565,0.0684276819229126,SNES
44,"epoch:45,parameters:67,pop_size:50,algorithm:SNES",45,67,50,0.05303522199392319,0.9767857142857144,0.975,0.9749882794186592,0.975,0.9694444444444444,0.9666666666666667,0.9664109121909632,0.9666666666666667,0.6750855445861816,0.4780667722225189,0.09165580570697784,SNES
45,"epoch:46,parameters:67,pop_size:50,algorithm:SNES",46,67,50,0.05303522199392319,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9700000000000001,0.9666666666666667,0.966750208855472,0.9666666666666667,0.5600564479827881,0.3578805923461914,0.14773215353488922,SNES
46,"epoch:47,parameters:67,pop_size:50,algorithm:SNES",47,67,50,0.05303522199392319,0.9767857142857144,0.975,0.9749882794186592,0.975,0.9694444444444444,0.9666666666666667,0.9664109121909632,0.9666666666666667,0.4731719195842743,0.33651548624038696,0.15888191759586334,SNES
47,"epoch:48,parameters:67,pop_size:50,algorithm:SNES",48,67,50,0.03661797568202019,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9454545454545454,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.3982570767402649,0.19161860644817352,0.03661797568202019,SNES
48,"epoch:49,parameters:67,pop_size:50,algorithm:SNES",49,67,50,0.036375366151332855,0.9752083333333332,0.975,0.975003906860447,0.975,0.9033333333333334,0.9,0.900250626566416,0.9,0.41200390458106995,0.23171181976795197,0.036375366151332855,SNES
49,"epoch:50,parameters:67,pop_size:50,algorithm:SNES",50,67,50,0.036375366151332855,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9033333333333334,0.9,0.900250626566416,0.9,0.4470597207546234,0.24096687138080597,0.0862947329878807,SNES
50,"epoch:51,parameters:67,pop_size:50,algorithm:SNES",51,67,50,0.036375366151332855,0.9630681818181818,0.9583333333333334,0.9582355395608407,0.9583333333333334,0.9694444444444444,0.9666666666666667,0.9664109121909632,0.9666666666666667,0.5212308764457703,0.23929274082183838,0.06160368397831917,SNES
51,"epoch:52,parameters:67,pop_size:50,algorithm:SNES",52,67,50,0.036375366151332855,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9256569147109985,0.5131385922431946,0.25188538432121277,SNES
52,"epoch:53,parameters:67,pop_size:50,algorithm:SNES",53,67,50,0.036375366151332855,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.925,0.9,0.899248120300752,0.9,0.534817099571228,0.29385265707969666,0.1394418627023697,SNES
53,"epoch:54,parameters:67,pop_size:50,algorithm:SNES",54,67,50,0.036375366151332855,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0,1.0,1.0,0.38419532775878906,0.2259460836648941,0.07008957862854004,SNES
54,"epoch:55,parameters:67,pop_size:50,algorithm:SNES",55,67,50,0.036375366151332855,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9454545454545454,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.500163197517395,0.34435606002807617,0.10320790857076645,SNES
55,"epoch:56,parameters:67,pop_size:50,algorithm:SNES",56,67,50,0.032873187214136124,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9076923076923077,0.8666666666666667,0.863973063973064,0.8666666666666667,0.4211094379425049,0.1734408289194107,0.032873187214136124,SNES
56,"epoch:57,parameters:67,pop_size:50,algorithm:SNES",57,67,50,0.032873187214136124,0.9392649903288202,0.9333333333333333,0.9328282828282828,0.9333333333333333,0.8928571428571428,0.8333333333333334,0.8269394714407503,0.8333333333333334,0.38126248121261597,0.2201705276966095,0.09713312238454819,SNES
57,"epoch:58,parameters:67,pop_size:50,algorithm:SNES",58,67,50,0.017443303018808365,0.9630681818181818,0.9583333333333334,0.9582355395608407,0.9583333333333334,0.9694444444444444,0.9666666666666667,0.9664109121909632,0.9666666666666667,0.47013750672340393,0.16876177489757538,0.017443303018808365,SNES
58,"epoch:59,parameters:67,pop_size:50,algorithm:SNES",59,67,50,0.017443303018808365,0.9767857142857144,0.975,0.9749882794186592,0.975,0.9694444444444444,0.9666666666666667,0.9664109121909632,0.9666666666666667,0.4413042366504669,0.31634730100631714,0.12281183898448944,SNES
59,"epoch:60,parameters:67,pop_size:50,algorithm:SNES",60,67,50,0.017443303018808365,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9076923076923077,0.8666666666666667,0.863973063973064,0.8666666666666667,0.6152732372283936,0.41321074962615967,0.05366436764597893,SNES
60,"epoch:61,parameters:67,pop_size:50,algorithm:SNES",61,67,50,0.017443303018808365,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9076923076923077,0.8666666666666667,0.863973063973064,0.8666666666666667,0.48794737458229065,0.31287437677383423,0.09539084881544113,SNES
61,"epoch:62,parameters:67,pop_size:50,algorithm:SNES",62,67,50,0.017443303018808365,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9700000000000001,0.9666666666666667,0.966750208855472,0.9666666666666667,0.353168249130249,0.23363721370697021,0.11063225567340851,SNES
62,"epoch:63,parameters:67,pop_size:50,algorithm:SNES",63,67,50,0.017443303018808365,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.4175146222114563,0.2298048436641693,0.08908049762248993,SNES
63,"epoch:64,parameters:67,pop_size:50,algorithm:SNES",64,67,50,0.007237350568175316,0.9446808510638298,0.9333333333333333,0.9328305049235281,0.9333333333333333,0.9435897435897436,0.9333333333333333,0.9319444444444444,0.9333333333333333,0.17034637928009033,0.10693374276161194,0.007237350568175316,SNES
64,"epoch:65,parameters:67,pop_size:50,algorithm:SNES",65,67,50,0.007237350568175316,0.9697674418604652,0.9666666666666667,0.966624973942047,0.9666666666666667,0.9694444444444444,0.9666666666666667,0.9664109121909632,0.9666666666666667,0.37188655138015747,0.16908931732177734,0.03739700838923454,SNES
65,"epoch:66,parameters:67,pop_size:50,algorithm:SNES",66,67,50,0.007237350568175316,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9454545454545454,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.35599908232688904,0.19080930948257446,0.09535712003707886,SNES
66,"epoch:67,parameters:67,pop_size:50,algorithm:SNES",67,67,50,0.007237350568175316,0.9458759590792838,0.9416666666666667,0.9413451949824174,0.9416666666666667,0.9076923076923077,0.8666666666666667,0.863973063973064,0.8666666666666667,0.472997784614563,0.2777590751647949,0.12017844617366791,SNES
67,"epoch:68,parameters:67,pop_size:50,algorithm:SNES",68,67,50,0.007237350568175316,0.9566666666666668,0.95,0.9498120300751881,0.95,0.9694444444444444,0.9666666666666667,0.9664109121909632,0.9666666666666667,0.34922724962234497,0.14091411232948303,0.030245715752243996,SNES
68,"epoch:69,parameters:67,pop_size:50,algorithm:SNES",69,67,50,0.007237350568175316,0.9584899749373433,0.9583333333333334,0.9583137745788348,0.9583333333333334,0.9076923076923077,0.8666666666666667,0.863973063973064,0.8666666666666667,0.21404749155044556,0.15248286724090576,0.04590572789311409,SNES
69,"epoch:70,parameters:67,pop_size:50,algorithm:SNES",70,67,50,0.007237350568175316,0.9697674418604652,0.9666666666666667,0.966624973942047,0.9666666666666667,0.9694444444444444,0.9666666666666667,0.9664109121909632,0.9666666666666667,0.24116545915603638,0.10669807344675064,0.02055949904024601,SNES
70,"epoch:71,parameters:67,pop_size:50,algorithm:SNES",71,67,50,0.007237350568175316,0.9458759590792838,0.9416666666666667,0.9413451949824174,0.9416666666666667,0.9076923076923077,0.8666666666666667,0.863973063973064,0.8666666666666667,0.2356746345758438,0.11259239912033081,0.0204058438539505,SNES
71,"epoch:72,parameters:67,pop_size:50,algorithm:SNES",72,67,50,0.007237350568175316,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.925,0.9,0.899248120300752,0.9,0.4758027195930481,0.31728848814964294,0.20897476375102997,SNES
72,"epoch:73,parameters:67,pop_size:50,algorithm:SNES",73,67,50,0.007237350568175316,0.9697674418604652,0.9666666666666667,0.966624973942047,0.9666666666666667,0.9694444444444444,0.9666666666666667,0.9664109121909632,0.9666666666666667,0.22049282491207123,0.12078718841075897,0.011976350098848343,SNES
73,"epoch:74,parameters:67,pop_size:50,algorithm:SNES",74,67,50,0.007237350568175316,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9454545454545454,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.37861138582229614,0.22244907915592194,0.0964660570025444,SNES
74,"epoch:75,parameters:67,pop_size:50,algorithm:SNES",75,67,50,0.007237350568175316,0.9527513227513228,0.95,0.9498114393463231,0.95,0.9076923076923077,0.8666666666666667,0.863973063973064,0.8666666666666667,0.39277222752571106,0.25532764196395874,0.12320294976234436,SNES
75,"epoch:76,parameters:67,pop_size:50,algorithm:SNES",76,67,50,0.007237350568175316,0.9630681818181818,0.9583333333333334,0.9582355395608407,0.9583333333333334,0.9694444444444444,0.9666666666666667,0.9664109121909632,0.9666666666666667,0.27272263169288635,0.11030229926109314,0.00998444203287363,SNES
76,"epoch:77,parameters:67,pop_size:50,algorithm:SNES",77,67,50,0.007237350568175316,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9454545454545454,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.2347177267074585,0.13404898345470428,0.05416722968220711,SNES
77,"epoch:78,parameters:67,pop_size:50,algorithm:SNES",78,67,50,0.007237350568175316,0.9697674418604652,0.9666666666666667,0.966624973942047,0.9666666666666667,0.9694444444444444,0.9666666666666667,0.9664109121909632,0.9666666666666667,0.58579421043396,0.29790616035461426,0.06273546069860458,SNES
78,"epoch:79,parameters:67,pop_size:50,algorithm:SNES",79,67,50,0.007237350568175316,0.9527513227513228,0.95,0.9498114393463231,0.95,0.9076923076923077,0.8666666666666667,0.863973063973064,0.8666666666666667,0.3202853500843048,0.23170600831508636,0.11009962856769562,SNES
79,"epoch:80,parameters:67,pop_size:50,algorithm:SNES",80,67,50,0.007237350568175316,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9076923076923077,0.8666666666666667,0.863973063973064,0.8666666666666667,0.17008014023303986,0.06297000497579575,0.015137124806642532,SNES
80,"epoch:81,parameters:67,pop_size:50,algorithm:SNES",81,67,50,0.007237350568175316,0.9599116161616161,0.9583333333333334,0.9582352941176472,0.9583333333333334,0.9076923076923077,0.8666666666666667,0.863973063973064,0.8666666666666667,0.2842729091644287,0.170915886759758,0.03476027026772499,SNES
81,"epoch:82,parameters:67,pop_size:50,algorithm:SNES",82,67,50,0.007237350568175316,0.9630681818181818,0.9583333333333334,0.9582355395608407,0.9583333333333334,0.9694444444444444,0.9666666666666667,0.9664109121909632,0.9666666666666667,0.5566338896751404,0.3506543040275574,0.026232557371258736,SNES
82,"epoch:83,parameters:67,pop_size:50,algorithm:SNES",83,67,50,0.007237350568175316,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0,1.0,1.0,0.20608334243297577,0.13254857063293457,0.024674545973539352,SNES
83,"epoch:84,parameters:67,pop_size:50,algorithm:SNES",84,67,50,0.007237350568175316,0.9277243589743589,0.9083333333333333,0.9062296046648478,0.9083333333333333,0.8928571428571428,0.8333333333333334,0.8269394714407503,0.8333333333333334,0.4398776888847351,0.39361318945884705,0.12313306331634521,SNES
84,"epoch:85,parameters:67,pop_size:50,algorithm:SNES",85,67,50,0.007237350568175316,0.9697674418604652,0.9666666666666667,0.966624973942047,0.9666666666666667,0.9694444444444444,0.9666666666666667,0.9664109121909632,0.9666666666666667,0.2567818760871887,0.18249651789665222,0.029200293123722076,SNES
85,"epoch:86,parameters:67,pop_size:50,algorithm:SNES",86,67,50,0.007237350568175316,0.9527513227513228,0.95,0.9498114393463231,0.95,0.9076923076923077,0.8666666666666667,0.863973063973064,0.8666666666666667,0.4047016203403473,0.2798091173171997,0.1457902044057846,SNES
86,"epoch:87,parameters:67,pop_size:50,algorithm:SNES",87,67,50,0.007237350568175316,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0,1.0,1.0,0.11549928784370422,0.05952481925487518,0.018078617751598358,SNES
87,"epoch:88,parameters:67,pop_size:50,algorithm:SNES",88,67,50,0.007237350568175316,0.9673790069138907,0.9666666666666667,0.9666248955722639,0.9666666666666667,0.925,0.9,0.899248120300752,0.9,0.24070023000240326,0.14151985943317413,0.04980643466114998,SNES
88,"epoch:89,parameters:67,pop_size:50,algorithm:SNES",89,67,50,0.007237350568175316,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0,1.0,1.0,0.2232741415500641,0.11932393908500671,0.038635704666376114,SNES
89,"epoch:90,parameters:67,pop_size:50,algorithm:SNES",90,67,50,0.007237350568175316,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9694444444444444,0.9666666666666667,0.9664109121909632,0.9666666666666667,0.2973751723766327,0.20698043704032898,0.09298624843358994,SNES
90,"epoch:91,parameters:67,pop_size:50,algorithm:SNES",91,67,50,0.007237350568175316,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0,1.0,1.0,0.35838377475738525,0.25282445549964905,0.11963137984275818,SNES
91,"epoch:92,parameters:67,pop_size:50,algorithm:SNES",92,67,50,0.007237350568175316,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0,1.0,1.0,0.18082734942436218,0.05737856402993202,0.008016015402972698,SNES
92,"epoch:93,parameters:67,pop_size:50,algorithm:SNES",93,67,50,0.007237350568175316,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0,1.0,1.0,0.17501713335514069,0.08938952535390854,0.0353703536093235,SNES
93,"epoch:94,parameters:67,pop_size:50,algorithm:SNES",94,67,50,0.007237350568175316,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,1.0,1.0,1.0,1.0,0.37172266840934753,0.28917112946510315,0.18525177240371704,SNES
94,"epoch:95,parameters:67,pop_size:50,algorithm:SNES",95,67,50,0.003707404248416424,0.9841463414634146,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.9694444444444444,0.9666666666666667,0.9664109121909632,0.9666666666666667,0.1322961002588272,0.024604612961411476,0.003707404248416424,SNES
95,"epoch:96,parameters:67,pop_size:50,algorithm:SNES",96,67,50,0.003707404248416424,0.9673790069138907,0.9666666666666667,0.9666248955722639,0.9666666666666667,0.925,0.9,0.899248120300752,0.9,0.19244201481342316,0.10065224766731262,0.022800518199801445,SNES
96,"epoch:97,parameters:67,pop_size:50,algorithm:SNES",97,67,50,0.003707404248416424,0.9767857142857144,0.975,0.9749882794186592,0.975,0.9694444444444444,0.9666666666666667,0.9664109121909632,0.9666666666666667,0.17040033638477325,0.08483260124921799,0.01799926906824112,SNES
